"County","DeathCount","Gender","Race_Ethnicity","LocationID","LatLong","num_race_eth"
"McCulloch County",473.2,"Male","Hispanic",48307,"(31.200207, -99.34505)",3
"McLennan County",276.7,"Male","Hispanic",48309,"(31.557737, -97.200857)",3
"McMullen County",407.5,"Male","Hispanic",48311,"(28.349934, -98.573623)",3
"Madison County",317.7,"Male","Hispanic",48313,"(30.973659, -95.926008)",3
"Marion County",190.5,"Male","Hispanic",48315,"(32.799676, -94.36013)",3
"Martin County",884.2,"Male","Hispanic",48317,"(32.306634, -101.952)",3
"Mason County",252.1,"Male","Hispanic",48319,"(30.722288, -99.224221)",3
"Matagorda County",366.7,"Male","Hispanic",48321,"(28.870504, -95.987045)",3
"Maverick County",422,"Male","Hispanic",48323,"(28.741641, -100.315886)",3
"Medina County",463.7,"Male","Hispanic",48325,"(29.357539, -99.11094)",3
"Menard County",304.2,"Male","Hispanic",48327,"(30.893596, -99.820244)",3
"Midland County",326.2,"Male","Hispanic",48329,"(31.870648, -102.032206)",3
"Milam County",314.9,"Male","Hispanic",48331,"(30.796601, -96.980023)",3
"Mills County",249,"Male","Hispanic",48333,"(31.50143, -98.592878)",3
"Mitchell County",302.6,"Male","Hispanic",48335,"(32.306972, -100.919542)",3
"Montgomery County",260.9,"Male","Hispanic",48339,"(30.305575, -95.50759)",3
"Moore County",267.3,"Male","Hispanic",48341,"(35.840361, -101.892621)",3
"Motley County",670.6,"Male","Hispanic",48345,"(34.077396, -100.784437)",3
"Nacogdoches County",248.1,"Male","Hispanic",48347,"(31.619589, -94.617305)",3
"Navarro County",235.1,"Male","Hispanic",48349,"(32.056032, -96.470082)",3
"Nolan County",514.6,"Male","Hispanic",48353,"(32.303967, -100.410557)",3
"Nueces County",399.7,"Male","Hispanic",48355,"(27.726025, -97.635938)",3
"Oldham County",358.7,"Male","Hispanic",48359,"(35.401172, -102.591559)",3
"Orange County",217.4,"Male","Hispanic",48361,"(30.127906, -93.895247)",3
"Palo Pinto County",459.3,"Male","Hispanic",48363,"(32.756222, -98.306908)",3
"Parker County",201.1,"Male","Hispanic",48367,"(32.779165, -97.799359)",3
"Parmer County",334.2,"Male","Hispanic",48369,"(34.528624, -102.773467)",3
"Pecos County",345,"Male","Hispanic",48371,"(30.786084, -102.731631)",3
"Polk County",221.4,"Male","Hispanic",48373,"(30.794672, -94.830263)",3
"Presidio County",282.9,"Male","Hispanic",48377,"(30.000968, -104.235765)",3
"Reagan County",221.4,"Male","Hispanic",48383,"(31.370691, -101.522099)",3
"Real County",367.6,"Male","Hispanic",48385,"(29.838543, -99.830097)",3
"Red River County",642.7,"Male","Hispanic",48387,"(33.627931, -95.045537)",3
"Reeves County",507.3,"Male","Hispanic",48389,"(31.328736, -103.692762)",3
"Refugio County",420.5,"Male","Hispanic",48391,"(28.32063, -97.160159)",3
"Robertson County",352.3,"Male","Hispanic",48395,"(31.034375, -96.513682)",3
"Rockwall County",292.8,"Male","Hispanic",48397,"(32.905425, -96.406299)",3
"Runnels County",394.9,"Male","Hispanic",48399,"(31.834649, -99.975376)",3
"Rusk County",304.7,"Male","Hispanic",48401,"(32.110433, -94.765421)",3
"Sabine County",670.6,"Male","Hispanic",48403,"(31.345641, -93.850026)",3
"San Augustine County",211,"Male","Hispanic",48405,"(31.399034, -94.170321)",3
"San Jacinto County",247.7,"Male","Hispanic",48407,"(30.583279, -95.168748)",3
"San Patricio County",436.5,"Male","Hispanic",48409,"(28.003671, -97.511283)",3
"San Saba County",231.7,"Male","Hispanic",48411,"(31.158407, -98.817279)",3
"Schleicher County",188.5,"Male","Hispanic",48413,"(30.892459, -100.537075)",3
"Scurry County",195.9,"Male","Hispanic",48415,"(32.73961, -100.917806)",3
"Shackelford County",574.8,"Male","Hispanic",48417,"(32.739298, -99.355198)",3
"Shelby County",232.7,"Male","Hispanic",48419,"(31.794184, -94.142352)",3
"Sherman County",153,"Male","Hispanic",48421,"(36.272059, -101.893541)",3
"Smith County",236.9,"Male","Hispanic",48423,"(32.377685, -95.270483)",3
"Somervell County",141.9,"Male","Hispanic",48425,"(32.226978, -97.772446)",3
"Starr County",463.8,"Male","Hispanic",48427,"(26.565759, -98.749657)",3
"Stephens County",426.1,"Male","Hispanic",48429,"(32.737809, -98.833384)",3
"Sterling County",244.4,"Male","Hispanic",48431,"(31.833036, -101.051409)",3
"Stonewall County",644.7,"Male","Hispanic",48433,"(33.175961, -100.255465)",3
"Sutton County",373.6,"Male","Hispanic",48435,"(30.493286, -100.538026)",3
"Tarrant County",240.7,"Male","Hispanic",48439,"(32.776215, -97.286653)",3
"Taylor County",451.6,"Male","Hispanic",48441,"(32.301345, -99.892274)",3
"Terrell County",349.9,"Male","Hispanic",48443,"(30.233267, -102.079592)",3
"Terry County",495.1,"Male","Hispanic",48445,"(33.170742, -102.331846)",3
"Throckmorton County",440.2,"Male","Hispanic",48447,"(33.178779, -99.208866)",3
"Tom Green County",215,"Male","Hispanic",48451,"(31.407797, -100.464066)",3
"Travis County",260.7,"Male","Hispanic",48453,"(30.334783, -97.788007)",3
"Trinity County",202.8,"Male","Hispanic",48455,"(31.092163, -95.136108)",3
"Tyler County",206.5,"Male","Hispanic",48457,"(30.770293, -94.374849)",3
"Upshur County",240.5,"Male","Hispanic",48459,"(32.741323, -94.944141)",3
"Upton County",362.2,"Male","Hispanic",48461,"(31.371874, -102.037382)",3
"Uvalde County",462.9,"Male","Hispanic",48463,"(29.359795, -99.763448)",3
"Val Verde County",385.3,"Male","Hispanic",48465,"(29.893424, -101.148194)",3
"Van Zandt County",226.5,"Male","Hispanic",48467,"(32.569053, -95.835594)",3
"Victoria County",381.5,"Male","Hispanic",48469,"(28.795155, -96.973428)",3
"Walker County",222.6,"Male","Hispanic",48471,"(30.747205, -95.574661)",3
"Waller County",261.8,"Male","Hispanic",48473,"(30.012818, -95.994394)",3
"Ward County",447.6,"Male","Hispanic",48475,"(31.514446, -103.100004)",3
"Washington County",279.3,"Male","Hispanic",48477,"(30.220468, -96.406738)",3
"Webb County",376.9,"Male","Hispanic",48479,"(27.762264, -99.337447)",3
"Wharton County",311.9,"Male","Hispanic",48481,"(29.277618, -96.231817)",3
"Wichita County",374.7,"Male","Hispanic",48485,"(33.985825, -98.702083)",3
"Wilbarger County",278.8,"Male","Hispanic",48487,"(34.078681, -99.241511)",3
"Willacy County",387.8,"Male","Hispanic",48489,"(26.471276, -97.682383)",3
"Williamson County",250.8,"Male","Hispanic",48491,"(30.65376, -97.600993)",3
"Wilson County",394.3,"Male","Hispanic",48493,"(29.176604, -98.093519)",3
"Winkler County",410.3,"Male","Hispanic",48495,"(31.850587, -103.053204)",3
"Wise County",189.7,"Male","Hispanic",48497,"(33.218652, -97.652229)",3
"Wood County",216.9,"Male","Hispanic",48499,"(32.790863, -95.380149)",3
"Yoakum County",309.6,"Male","Hispanic",48501,"(33.165632, -102.816631)",3
"Zapata County",355.4,"Male","Hispanic",48505,"(27.000684, -99.174828)",3
"Zavala County",487.7,"Male","Hispanic",48507,"(28.866334, -99.76174)",3
"Anderson County",190.5,"Female","Hispanic",48001,"(31.818582, -95.653925)",3
"Andrews County",293.3,"Female","Hispanic",48003,"(32.302021, -102.632247)",3
"Angelina County",202.3,"Female","Hispanic",48005,"(31.258117, -94.613734)",3
"Aransas County",259.3,"Female","Hispanic",48007,"(28.120937, -96.991962)",3
"Archer County",169.7,"Female","Hispanic",48009,"(33.617932, -98.683651)",3
"Armstrong County",239.3,"Female","Hispanic",48011,"(34.965465, -101.357628)",3
"Atascosa County",262.8,"Female","Hispanic",48013,"(28.888644, -98.530393)",3
"Austin County",180.1,"Female","Hispanic",48015,"(29.88676, -96.2835)",3
"Bailey County",333.3,"Female","Hispanic",48017,"(34.067759, -102.819187)",3
"Bandera County",251.3,"Female","Hispanic",48019,"(29.754297, -99.258457)",3
"Bastrop County",170,"Female","Hispanic",48021,"(30.105996, -97.319446)",3
"Baylor County",189.3,"Female","Hispanic",48023,"(33.615467, -99.209649)",3
"Bee County",397.3,"Female","Hispanic",48025,"(28.411146, -97.743253)",3
"Bell County",164.1,"Female","Hispanic",48027,"(31.045863, -97.482712)",3
"Bexar County",250.5,"Female","Hispanic",48029,"(29.453009, -98.524606)",3
"Blanco County",153.6,"Female","Hispanic",48031,"(30.272461, -98.397174)",3
"Borden County",380.3,"Female","Hispanic",48033,"(32.73961, -101.432429)",3
"Bosque County",125,"Female","Hispanic",48035,"(31.905356, -97.634677)",3
"Bowie County",375.2,"Female","Hispanic",48037,"(33.448664, -94.416258)",3
"Brazoria County",176.9,"Female","Hispanic",48039,"(29.192432, -95.462105)",3
"Brazos County",234.1,"Female","Hispanic",48041,"(30.670047, -96.301543)",3
"Brewster County",162.6,"Female","Hispanic",48043,"(29.81452, -103.250155)",3
"Briscoe County",670.6,"Female","Hispanic",48045,"(34.529564, -101.208094)",3
"Brooks County",305.9,"Female","Hispanic",48047,"(27.037142, -98.227611)",3
"Brown County",375.3,"Female","Hispanic",48049,"(31.777174, -98.999606)",3
"Burleson County",222.3,"Female","Hispanic",48051,"(30.499639, -96.621876)",3
"Burnet County",142.4,"Female","Hispanic",48053,"(30.797542, -98.182888)",3
"Caldwell County",194.6,"Female","Hispanic",48055,"(29.840307, -97.629289)",3
"Calhoun County",239.5,"Female","Hispanic",48057,"(28.470103, -96.645264)",3
"Callahan County",302,"Female","Hispanic",48059,"(32.303606, -99.373446)",3
"Cameron County",210.5,"Female","Hispanic",48061,"(26.133588, -97.544803)",3
"Camp County",642.7,"Female","Hispanic",48063,"(32.981536, -94.975645)",3
"Carson County",244.3,"Female","Hispanic",48065,"(35.403924, -101.35697)",3
"Cass County",240.5,"Female","Hispanic",48067,"(33.080237, -94.34325)",3
"Castro County",282,"Female","Hispanic",48069,"(34.530548, -102.257559)",3
"Chambers County",171.4,"Female","Hispanic",48071,"(29.745536, -94.609789)",3
"Cherokee County",220.1,"Female","Hispanic",48073,"(31.84112, -95.168269)",3
"Childress County",190.5,"Female","Hispanic",48075,"(34.529714, -100.208556)",3
"Cochran County",216.3,"Female","Hispanic",48079,"(33.601838, -102.818093)",3
"Coke County",201,"Female","Hispanic",48081,"(31.89263, -100.527805)",3
"Coleman County",295.4,"Female","Hispanic",48083,"(31.776377, -99.45247)",3
"Collin County",131.3,"Female","Hispanic",48085,"(33.190918, -96.565087)",3
"Collingsworth County",375.2,"Female","Hispanic",48087,"(34.963311, -100.268348)",3
"Colorado County",277.4,"Female","Hispanic",48089,"(29.621338, -96.533325)",3
"Comal County",240.3,"Female","Hispanic",48091,"(29.812207, -98.289011)",3
"Comanche County",343.2,"Female","Hispanic",48093,"(31.95219, -98.561002)",3
"Concho County",210.7,"Female","Hispanic",48095,"(31.329231, -99.863384)",3
"Cooke County",193.5,"Female","Hispanic",48097,"(33.641809, -97.204001)",3
"Coryell County",129.1,"Female","Hispanic",48099,"(31.395079, -97.800221)",3
"Cottle County",670.6,"Female","Hispanic",48101,"(34.081151, -100.284343)",3
"Crane County",281.3,"Female","Hispanic",48103,"(31.43088, -102.511613)",3
"Crockett County",223.1,"Female","Hispanic",48105,"(30.727957, -101.413014)",3
"Crosby County",297,"Female","Hispanic",48107,"(33.612984, -101.303773)",3
"Culberson County",262.5,"Female","Hispanic",48109,"(31.457503, -104.516424)",3
"Dallas County",150.6,"Female","Hispanic",48113,"(32.773775, -96.773226)",3
"Dawson County",381.2,"Female","Hispanic",48115,"(32.739263, -101.945821)",3
"Deaf Smith County",302.5,"Female","Hispanic",48117,"(34.964992, -102.595958)",3
"Denton County",133.5,"Female","Hispanic",48121,"(33.209951, -97.11254)",3
"DeWitt County",241.1,"Female","Hispanic",48123,"(29.085185, -97.361764)",3
"Dickens County",240.5,"Female","Hispanic",48125,"(33.613871, -100.782481)",3
"Dimmit County",285.2,"Female","Hispanic",48127,"(28.422438, -99.751303)",3
"Donley County",670.6,"Female","Hispanic",48129,"(34.964522, -100.813885)",3
"Duval County",308.9,"Female","Hispanic",48131,"(27.686159, -98.514196)",3
"Eastland County",389.1,"Female","Hispanic",48133,"(32.332842, -98.832027)",3
"Ector County",314.3,"Female","Hispanic",48135,"(31.869514, -102.545049)",3
"Edwards County",226.2,"Female","Hispanic",48137,"(29.981162, -100.305712)",3
"Ellis County",183.1,"Female","Hispanic",48139,"(32.359899, -96.79456)",3
"El Paso County",185.6,"Female","Hispanic",48141,"(31.775248, -106.244989)",3
"Erath County",306.3,"Female","Hispanic",48143,"(32.240439, -98.21503)",3
"Falls County",169.9,"Female","Hispanic",48145,"(31.258898, -96.935139)",3
"Fannin County",178.6,"Female","Hispanic",48147,"(33.596707, -96.101851)",3
"Fayette County",206.6,"Female","Hispanic",48149,"(29.883069, -96.927656)",3
"Fisher County",258.6,"Female","Hispanic",48151,"(32.740514, -100.404855)",3
"Floyd County",295.2,"Female","Hispanic",48153,"(34.072796, -101.305009)",3
"Foard County",642.7,"Female","Hispanic",48155,"(33.973911, -99.781641)",3
"Fort Bend County",155.9,"Female","Hispanic",48157,"(29.53311, -95.773761)",3
"Franklin County",190.5,"Female","Hispanic",48159,"(33.183302, -95.215584)",3
"Frio County",318.8,"Female","Hispanic",48163,"(28.865095, -99.110262)",3
"Gaines County",255.3,"Female","Hispanic",48165,"(32.735901, -102.629158)",3
"Galveston County",172.7,"Female","Hispanic",48167,"(29.406798, -94.955315)",3
"Garza County",299.2,"Female","Hispanic",48169,"(33.172933, -101.302538)",3
"Gillespie County",137.3,"Female","Hispanic",48171,"(30.324468, -98.949262)",3
"Glasscock County",288.7,"Female","Hispanic",48173,"(31.871895, -101.521498)",3
"Goliad County",249.6,"Female","Hispanic",48175,"(28.653769, -97.427707)",3
"Gonzales County",235.4,"Female","Hispanic",48177,"(29.460268, -97.498962)",3
"Gray County",375.2,"Female","Hispanic",48179,"(35.403598, -100.813885)",3
"Grayson County",124.3,"Female","Hispanic",48181,"(33.629885, -96.670432)",3
"Gregg County",50.5,"Female","Hispanic",48183,"(32.47925, -94.816827)",3
"Grimes County",251.8,"Female","Hispanic",48185,"(30.550013, -95.987077)",3
"Guadalupe County",244,"Female","Hispanic",48187,"(29.586354, -97.955007)",3
"Hale County",303.6,"Female","Hispanic",48189,"(34.07355, -101.824583)",3
"Hall County",240.5,"Female","Hispanic",48191,"(34.530892, -100.682762)",3
"Hansford County",300.7,"Female","Hispanic",48195,"(36.272685, -101.354268)",3
"Hardin County",167,"Female","Hispanic",48199,"(30.332636, -94.390874)",3
"Harris County",170.8,"Female","Hispanic",48201,"(29.861852, -95.396028)",3
"Harrison County",670.6,"Female","Hispanic",48203,"(32.546804, -94.369614)",3
"Hartley County",251.7,"Female","Hispanic",48205,"(35.839507, -102.595685)",3
"Haskell County",375.2,"Female","Hispanic",48207,"(33.178429, -99.728483)",3
"Hays County",167.3,"Female","Hispanic",48209,"(30.053491, -98.039671)",3
"Hemphill County",190.5,"Female","Hispanic",48211,"(35.839372, -100.269797)",3
"Henderson County",174.3,"Female","Hispanic",48213,"(32.217069, -95.849923)",3
"Hidalgo County",233.3,"Female","Hispanic",48215,"(26.401894, -98.191207)",3
"Hill County",160.8,"Female","Hispanic",48217,"(31.999269, -97.132724)",3
"Hockley County",307.1,"Female","Hispanic",48219,"(33.611216, -102.338)",3
"Hood County",272.1,"Female","Hispanic",48221,"(32.432427, -97.829824)",3
"Hopkins County",375.2,"Female","Hispanic",48223,"(33.153071, -95.561345)",3
"Houston County",198.6,"Female","Hispanic",48225,"(31.324204, -95.42149)",3
"Howard County",389.4,"Female","Hispanic",48227,"(32.30616, -101.435127)",3
"Hudspeth County",185.3,"Female","Hispanic",48229,"(31.458315, -105.390813)",3
"Hunt County",222.8,"Female","Hispanic",48231,"(33.127424, -96.078751)",3
"Hutchinson County",265.8,"Female","Hispanic",48233,"(35.841282, -101.353978)",3
"Irion County",203,"Female","Hispanic",48235,"(31.307685, -100.981592)",3
"Jackson County",242.4,"Female","Hispanic",48239,"(28.947688, -96.577005)",3
"Jasper County",152.5,"Female","Hispanic",48241,"(30.747838, -94.023567)",3
"Jeff Davis County",210.9,"Female","Hispanic",48243,"(30.716808, -104.142495)",3
"Jefferson County",168.3,"Female","Hispanic",48245,"(29.884669, -94.176312)",3
"Jim Hogg County",249.6,"Female","Hispanic",48247,"(27.049069, -98.707777)",3
"Jim Wells County",351.5,"Female","Hispanic",48249,"(27.731824, -98.095607)",3
"Johnson County",190.8,"Female","Hispanic",48251,"(32.383983, -97.366658)",3
"Jones County",256,"Female","Hispanic",48253,"(32.740283, -99.881124)",3
"Karnes County",324.3,"Female","Hispanic",48255,"(28.907883, -97.861794)",3
"Kaufman County",200.1,"Female","Hispanic",48257,"(32.605661, -96.286922)",3
"Kendall County",245.3,"Female","Hispanic",48259,"(29.94735, -98.719345)",3
"Kenedy County",237.8,"Female","Hispanic",48261,"(26.92722, -97.729018)",3
"Kent County",375.2,"Female","Hispanic",48263,"(33.173248, -100.783289)",3
"Kerr County",170.2,"Female","Hispanic",48265,"(30.067209, -99.352759)",3
"Kimble County",170.9,"Female","Hispanic",48267,"(30.48811, -99.749908)",3
"King County",670.6,"Female","Hispanic",48269,"(33.616046, -100.259276)",3
"Kinney County",243.3,"Female","Hispanic",48271,"(29.348653, -100.420371)",3
"Kleberg County",304,"Female","Hispanic",48273,"(27.43916, -97.733262)",3
"Knox County",190.5,"Female","Hispanic",48275,"(33.60522, -99.74123)",3
"Lamar County",190.5,"Female","Hispanic",48277,"(33.671811, -95.56629)",3
"Lamb County",311.2,"Female","Hispanic",48279,"(34.071557, -102.347073)",3
"Lampasas County",165.5,"Female","Hispanic",48281,"(31.201367, -98.244976)",3
"La Salle County",276.5,"Female","Hispanic",48283,"(28.343008, -99.100944)",3
"Lavaca County",240.8,"Female","Hispanic",48285,"(29.386516, -96.935619)",3
"Lee County",109.6,"Female","Hispanic",48287,"(30.318842, -96.972498)",3
"Leon County",217.4,"Female","Hispanic",48289,"(31.302035, -95.994996)",3
"Liberty County",169.5,"Female","Hispanic",48291,"(30.155052, -94.81795)",3
"Limestone County",157.1,"Female","Hispanic",48293,"(31.55385, -96.581945)",3
"Lipscomb County",670.6,"Female","Hispanic",48295,"(36.274267, -100.272783)",3
"Live Oak County",325.5,"Female","Hispanic",48297,"(28.35048, -98.129854)",3
"Llano County",375.2,"Female","Hispanic",48299,"(30.710191, -98.681978)",3
"Loving County",241.9,"Female","Hispanic",48301,"(31.856645, -103.584539)",3
"Lubbock County",310,"Female","Hispanic",48303,"(33.613697, -101.820878)",3
"Lynn County",314.2,"Female","Hispanic",48305,"(33.172235, -101.817157)",3
"McCulloch County",303.6,"Female","Hispanic",48307,"(31.200207, -99.34505)",3
"McLennan County",152.2,"Female","Hispanic",48309,"(31.557737, -97.200857)",3
"McMullen County",248.7,"Female","Hispanic",48311,"(28.349934, -98.573623)",3
"Madison County",197.3,"Female","Hispanic",48313,"(30.973659, -95.926008)",3
"Marion County",670.6,"Female","Hispanic",48315,"(32.799676, -94.36013)",3
"Martin County",369.1,"Female","Hispanic",48317,"(32.306634, -101.952)",3
"Mason County",190.5,"Female","Hispanic",48319,"(30.722288, -99.224221)",3
"Matagorda County",206.6,"Female","Hispanic",48321,"(28.870504, -95.987045)",3
"Maverick County",234.2,"Female","Hispanic",48323,"(28.741641, -100.315886)",3
"Medina County",261.6,"Female","Hispanic",48325,"(29.357539, -99.11094)",3
"Menard County",206.1,"Female","Hispanic",48327,"(30.893596, -99.820244)",3
"Midland County",209.8,"Female","Hispanic",48329,"(31.870648, -102.032206)",3
"Milam County",143,"Female","Hispanic",48331,"(30.796601, -96.980023)",3
"Mills County",351.4,"Female","Hispanic",48333,"(31.50143, -98.592878)",3
"Mitchell County",293.4,"Female","Hispanic",48335,"(32.306972, -100.919542)",3
"Montague County",375.2,"Female","Hispanic",48337,"(33.677183, -97.721643)",3
"Montgomery County",154.2,"Female","Hispanic",48339,"(30.305575, -95.50759)",3
"Moore County",260,"Female","Hispanic",48341,"(35.840361, -101.892621)",3
"Morris County",375.2,"Female","Hispanic",48343,"(33.124358, -94.735835)",3
"Motley County",642.7,"Female","Hispanic",48345,"(34.077396, -100.784437)",3
"Nacogdoches County",148.7,"Female","Hispanic",48347,"(31.619589, -94.617305)",3
"Navarro County",159.4,"Female","Hispanic",48349,"(32.056032, -96.470082)",3
"Newton County",190.5,"Female","Hispanic",48351,"(30.785381, -93.743083)",3
"Nolan County",255.3,"Female","Hispanic",48353,"(32.303967, -100.410557)",3
"Nueces County",222.6,"Female","Hispanic",48355,"(27.726025, -97.635938)",3
"Oldham County",258.2,"Female","Hispanic",48359,"(35.401172, -102.591559)",3
"Orange County",204.6,"Female","Hispanic",48361,"(30.127906, -93.895247)",3
"Palo Pinto County",547.5,"Female","Hispanic",48363,"(32.756222, -98.306908)",3
"Panola County",190.5,"Female","Hispanic",48365,"(32.160728, -94.303631)",3
"Parker County",157.7,"Female","Hispanic",48367,"(32.779165, -97.799359)",3
"Parmer County",323.9,"Female","Hispanic",48369,"(34.528624, -102.773467)",3
"Pecos County",206.8,"Female","Hispanic",48371,"(30.786084, -102.731631)",3
"Polk County",188.9,"Female","Hispanic",48373,"(30.794672, -94.830263)",3
"Potter County",253.3,"Female","Hispanic",48375,"(35.405302, -101.891389)",3
"Randall County",257.9,"Female","Hispanic",48381,"(34.965684, -101.897576)",3
"Reagan County",208.2,"Female","Hispanic",48383,"(31.370691, -101.522099)",3
"Real County",236.8,"Female","Hispanic",48385,"(29.838543, -99.830097)",3
"Red River County",190.5,"Female","Hispanic",48387,"(33.627931, -95.045537)",3
"Reeves County",272.6,"Female","Hispanic",48389,"(31.328736, -103.692762)",3
"Refugio County",280.8,"Female","Hispanic",48391,"(28.32063, -97.160159)",3
"Robertson County",218.6,"Female","Hispanic",48395,"(31.034375, -96.513682)",3
"Rockwall County",182.6,"Female","Hispanic",48397,"(32.905425, -96.406299)",3
"Runnels County",229.4,"Female","Hispanic",48399,"(31.834649, -99.975376)",3
"Rusk County",242.1,"Female","Hispanic",48401,"(32.110433, -94.765421)",3
"Sabine County",190.5,"Female","Hispanic",48403,"(31.345641, -93.850026)",3
"San Jacinto County",129.7,"Female","Hispanic",48407,"(30.583279, -95.168748)",3
"San Patricio County",266.4,"Female","Hispanic",48409,"(28.003671, -97.511283)",3
"San Saba County",152,"Female","Hispanic",48411,"(31.158407, -98.817279)",3
"Schleicher County",203.3,"Female","Hispanic",48413,"(30.892459, -100.537075)",3
"Scurry County",322,"Female","Hispanic",48415,"(32.73961, -100.917806)",3
"Shackelford County",190.5,"Female","Hispanic",48417,"(32.739298, -99.355198)",3
"Shelby County",642.7,"Female","Hispanic",48419,"(31.794184, -94.142352)",3
"Sherman County",246.4,"Female","Hispanic",48421,"(36.272059, -101.893541)",3
"Smith County",197.6,"Female","Hispanic",48423,"(32.377685, -95.270483)",3
"Somervell County",232.3,"Female","Hispanic",48425,"(32.226978, -97.772446)",3
"Starr County",277,"Female","Hispanic",48427,"(26.565759, -98.749657)",3
"Sterling County",234,"Female","Hispanic",48431,"(31.833036, -101.051409)",3
"Stonewall County",240.5,"Female","Hispanic",48433,"(33.175961, -100.255465)",3
"Sutton County",222.3,"Female","Hispanic",48435,"(30.493286, -100.538026)",3
"Swisher County",254.4,"Female","Hispanic",48437,"(34.530892, -101.731801)",3
"Tarrant County",153.2,"Female","Hispanic",48439,"(32.776215, -97.286653)",3
"Taylor County",256.9,"Female","Hispanic",48441,"(32.301345, -99.892274)",3
"Terrell County",209,"Female","Hispanic",48443,"(30.233267, -102.079592)",3
"Terry County",305.9,"Female","Hispanic",48445,"(33.170742, -102.331846)",3
"Throckmorton County",190.5,"Female","Hispanic",48447,"(33.178779, -99.208866)",3
"Tom Green County",203.5,"Female","Hispanic",48451,"(31.407797, -100.464066)",3
"Travis County",145.6,"Female","Hispanic",48453,"(30.334783, -97.788007)",3
"Trinity County",255.8,"Female","Hispanic",48455,"(31.092163, -95.136108)",3
"Upshur County",109.8,"Female","Hispanic",48459,"(32.741323, -94.944141)",3
"Upton County",273.3,"Female","Hispanic",48461,"(31.371874, -102.037382)",3
"Uvalde County",279,"Female","Hispanic",48463,"(29.359795, -99.763448)",3
"Val Verde County",221,"Female","Hispanic",48465,"(29.893424, -101.148194)",3
"Van Zandt County",173,"Female","Hispanic",48467,"(32.569053, -95.835594)",3
"Victoria County",240.1,"Female","Hispanic",48469,"(28.795155, -96.973428)",3
"Walker County",121.2,"Female","Hispanic",48471,"(30.747205, -95.574661)",3
"Waller County",169.4,"Female","Hispanic",48473,"(30.012818, -95.994394)",3
"Ward County",299.6,"Female","Hispanic",48475,"(31.514446, -103.100004)",3
"Washington County",187.2,"Female","Hispanic",48477,"(30.220468, -96.406738)",3
"Webb County",217.3,"Female","Hispanic",48479,"(27.762264, -99.337447)",3
"Wharton County",188.7,"Female","Hispanic",48481,"(29.277618, -96.231817)",3
"Wheeler County",240.5,"Female","Hispanic",48483,"(35.40249, -100.269358)",3
"Wichita County",149.4,"Female","Hispanic",48485,"(33.985825, -98.702083)",3
"Wilbarger County",259.6,"Female","Hispanic",48487,"(34.078681, -99.241511)",3
"Willacy County",227.5,"Female","Hispanic",48489,"(26.471276, -97.682383)",3
"Williamson County",126.6,"Female","Hispanic",48491,"(30.65376, -97.600993)",3
"Wilson County",250.9,"Female","Hispanic",48493,"(29.176604, -98.093519)",3
"Winkler County",280.4,"Female","Hispanic",48495,"(31.850587, -103.053204)",3
"Wise County",136.7,"Female","Hispanic",48497,"(33.218652, -97.652229)",3
"Wood County",110.3,"Female","Hispanic",48499,"(32.790863, -95.380149)",3
"Yoakum County",177.6,"Female","Hispanic",48501,"(33.165632, -102.816631)",3
"Zapata County",254.7,"Female","Hispanic",48505,"(27.000684, -99.174828)",3
"Zavala County",286.9,"Female","Hispanic",48507,"(28.866334, -99.76174)",3
"Sterling County",462.1,"Female","Black",48431,"(31.833036, -101.051409)",2
"Kent County",190.5,"Male","Hispanic",48263,"(33.173248, -100.783289)",3
"Karnes County",360.6,"Female","Black",48255,"(28.907883, -97.861794)",2
"Montague County",670.6,"Male","Hispanic",48337,"(33.677183, -97.721643)",3
"Childress County",670.6,"Male","Hispanic",48075,"(34.529714, -100.208556)",3
"Hardeman County",642.7,"Female","Hispanic",48197,"(34.291164, -99.747749)",3
"San Augustine County",642.7,"Female","Hispanic",48405,"(31.399034, -94.170321)",3
"Titus County",106.6,"Female","Hispanic",48449,"(33.221409, -94.964483)",3
"Coleman County",670.6,"Male","Black",48083,"(31.776377, -99.45247)",2
"Ochiltree County",375.2,"Male","Hispanic",48357,"(36.272365, -100.815124)",3
"Young County",670.6,"Female","Hispanic",48503,"(33.176675, -98.684821)",3
"Rains County",642.7,"Female","Hispanic",48379,"(32.873701, -95.786222)",3
"Hansford County",642.7,"Male","Hispanic",48195,"(36.272685, -101.354268)",3
"Scurry County",375.2,"Male","Black",48415,"(32.73961, -100.917806)",2
"Gray County",240.5,"Male","Hispanic",48179,"(35.403598, -100.813885)",3
"Glasscock County",614.5,"Male","Black",48173,"(31.871895, -101.521498)",2
"Dawson County",642.7,"Male","Black",48115,"(32.739263, -101.945821)",2
"Borden County",190.5,"Male","Black",48033,"(32.73961, -101.432429)",2
"Roberts County",642.7,"Female","Hispanic",48393,"(35.841866, -100.815135)",3
"Swisher County",323.1,"Male","Hispanic",48437,"(34.530892, -101.731801)",3
"Sterling County",190.5,"Male","Black",48431,"(31.833036, -101.051409)",2
"Morris County",190.5,"Male","Hispanic",48343,"(33.124358, -94.735835)",3
"Somervell County",670.6,"Male","Black",48425,"(32.226978, -97.772446)",2
"Titus County",67.4,"Male","Hispanic",48449,"(33.221409, -94.964483)",3
"Donley County",670.6,"Male","Hispanic",48129,"(34.964522, -100.813885)",3
